,name,url,Avg_Rate,Location,Price,Quality,Service,Space
344,Chang Kang Kung - Hấp Thủy Nhiệt Hong Kong - Vạn Hạnh Mall,/ho-chi-minh/chang-kang-kung-hai-san-khoi-van-hanh-mall,7.724,7.4,7.0,8.6,8.1,7.6
345,Nhà Hàng Chay Giác Ngộ,/ho-chi-minh/nha-hang-chay-giac-ngo,10.0,10.0,10.0,10.0,10.0,10.0
346,Spice Bistro - Thi Sách,/ho-chi-minh/spice-bistro-thi-sach,7.13,7.3,6.7,7.0,7.2,7.5
347,Brotzeit - Nhà Hàng Đức - Mplaza Saigon,/ho-chi-minh/brotzeit-nha-hang-duc-kumho-asiana,7.754,8.4,6.7,7.6,7.7,8.4
348,Yo!Chicken - Gà Rán & Fastfood - Đường D5,/ho-chi-minh/yo-chicken-ga-ran-fastfood,6.332,7.1,6.3,6.0,5.9,6.3
349,Li Bai Restaurant - Sheraton Saigon Hotel & Towers,/ho-chi-minh/libai-restaurant-sheraton-saigon-hotel-towers,7.7780000000000005,8.1,6.6,8.5,7.7,7.9
350,Hutong - Hotpot Paradise - Quang Trung,/ho-chi-minh/hutong-hotpot-paradise-quang-trung,7.42,7.7,7.2,7.5,6.9,7.8
351,San Fu Lou - Ẩm Thực Quảng Đông - Lê Lai,/ho-chi-minh/nha-hang-san-fu-lou,7.792,8.3,6.8,7.9,7.8,8.2
352,Capricciosa - Pasta & Pizza - Vincom Landmark 81,/ho-chi-minh/capricciosa-pasta-pizza-vincom-landmark-81,6.42,7.5,5.3,5.7,6.5,7.1
353,Hương Sơn Quán - Đặc Sản Dê - Nguyễn Thị Định,/ho-chi-minh/huong-son-quan-dac-san-de-nguyen-thi-dinh,8.6,8.0,10.0,10.0,8.0,7.0
354,"Ơ Bistro - Steak, Burger & Guabao",/ho-chi-minh/o-bistro-steak-burger-guabao,8.754,8.2,8.9,9.1,8.8,8.8
355,Nicky BT & HBG - Beefsteak & Hamburger - AEON Mall,/ho-chi-minh/nicky-bt-hbg-beefsteak-hamburger-aeon-mall,5.8,6.1,5.4,5.7,6.0,5.8
356,Hot Box - Korea Foods - AEON Mall,/ho-chi-minh/hot-box-aeon-mall,7.288,7.3,7.6,7.6,6.8,7.1
357,HappySteak - Beefsteak & Spaghetti - Tân Sơn Nhì,/ho-chi-minh/happysteak-beefsteak-spaghetti-tan-son-nhi,8.046,8.3,7.7,8.2,8.0,8.1
358,Beefsteak Lục Nguyên - Cách Mạng Tháng 8,/ho-chi-minh/beefsteak-luc-nguyen-cach-mang-thang-8,6.548,7.1,6.7,7.1,5.8,6.0
359,Sushi Hokkaido Sachi 北海道サチ - Pasteur,/ho-chi-minh/sushi-hokkaido-sachi-pasteur,7.944,8.0,7.4,8.3,7.6,8.4
360,Spice Bistro - Thảo Điền,/ho-chi-minh/spice-bistro-thao-dien,7.5,6.5,6.8,8.0,8.0,8.2
361,Thế Giới Hải Sản - Pasteur,/ho-chi-minh/the-gioi-hai-san-nha-hang,7.404,7.6,6.7,7.9,6.9,7.9
362,Ốc Cà Na Thảo Điền,/ho-chi-minh/july-s-kitchen-oc-ca-na,7.24,8.0,7.4,6.6,6.8,7.4
363,Thuận Tuấn - Đặc Sản Cừu Nướng - Nguyễn Văn Thủ,/ho-chi-minh/cuu-nuong-thuan-tuan,7.114,7.0,7.1,7.4,6.9,7.1
364,Bornga Restaurant - Vincom Landmark 81,/ho-chi-minh/bornga-restaurant-vincom-landmark-81,7.102,8.2,6.2,7.2,6.3,7.7
365,Riêu Cá Chép 3A - Nguyễn Văn Thủ,/ho-chi-minh/rieu-ca-chep-3a,6.646,7.4,5.9,6.7,6.4,6.9
366,Meat & Meet Korean BBQ Container - Song Hành,/ho-chi-minh/meat-meet-korean-bbq-container-song-hanh,7.954,7.9,7.7,8.2,7.8,8.1
367,Chooki BBQ & Hotpot Buffet - Vincom Plaza Gò Vấp,/ho-chi-minh/chooki-bbq-hotpot-buffet-vincom-plaza-go-vap,7.16,6.6,5.8,8.0,8.0,7.4
368,Gogi House - Quán Nướng Hàn Quốc - 21 Nguyễn Ảnh Thủ,/ho-chi-minh/gogi-house-quan-nuong-han-quoc-21-nguyen-anh-thu,9.582,9.6,9.6,9.6,9.5,9.6
369,Bánh Xèo Ăn Là Ghiền - Sương Nguyệt Ánh,/ho-chi-minh/banh-xeo-an-la-ghien-suong-nguyet-anh,6.73,7.3,6.0,6.7,6.4,7.3
370,Pizza 4P's - Pizza Kiểu Nhật - Thủ Khoa Huân,/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-thu-khoa-huan,8.336,8.4,7.6,8.6,8.5,8.6
371,Nón Lá Restaurant,/ho-chi-minh/non-la,6.978,7.4,6.4,7.3,6.6,7.2
372,Gogi House - Thịt Nướng Hàn Quốc - Cao Thắng,/ho-chi-minh/gogi-house-thit-nuong-han-quoc-cao-thang,7.55,8.0,7.4,7.7,7.1,7.6
373,New York Steakhouse Sài Gòn,/ho-chi-minh/new-york-steakhouse-winery,7.724,7.5,6.6,8.3,8.0,8.3
374,Okome Sushi Bar,/ho-chi-minh/okome-sushi-bar,7.906,7.8,7.2,8.4,8.1,8.0
375,Thai Blah Blah - Chuyên Các Món Thái - Trần Hưng Đạo,/ho-chi-minh/thai-blah-blah-chuyen-cac-mon-thai-tran-hung-dao,6.432,7.1,5.9,6.1,6.5,6.7
376,Saigon Green House - Halal Restaurant,/ho-chi-minh/saigon-green-house-halal-restaurant,2.0,3.0,2.0,2.0,1.0,2.0
377,Gogi House - Quán Nướng Hàn Quốc - SC VivoCity,/ho-chi-minh/gogi-house-quan-nuong-han-quoc-vivocity,7.602,8.0,7.3,7.9,7.3,7.7
378,Chang Kang Kung - Hấp Thủy Nhiệt Hong Kong - Crescent Mall,/ho-chi-minh/chang-kang-kung-hai-san-khoi-crescent-mall,7.634,7.8,6.7,7.9,8.1,7.6
379,Res Beefsteak - Phú Mỹ Hưng,/ho-chi-minh/res-beefsteak-phu-my-hung,8.314,7.7,8.9,8.6,8.1,8.3
380,Lẩu Nấm Thiên Nhiên Ashima - Nguyễn Đình Chiểu,/ho-chi-minh/ashima-nguyen-dinh-chieu,7.95,8.0,7.0,8.4,8.1,8.3
381,TanDoor - Ẩm Thực Ấn Độ,/ho-chi-minh/tandoor,7.976,8.4,6.7,8.3,8.3,8.2
382,Mì Quảng Phố Thị - Đinh Tiên Hoàng,/ho-chi-minh/mi-quang-pho-thi-dinh-tien-hoang,7.056,7.6,6.7,7.4,6.7,6.9
383,Khao Lao - Ẩm Thực Lào - Vincom Landmark 81,/ho-chi-minh/khao-lao-am-thuc-lao-vincom-landmark-81,6.782,7.0,6.3,7.0,6.8,6.8
384,Đảo Hải Long - Nhà Hàng Hải Sản,/ho-chi-minh/dao-hai-long-nha-hang-hai-san,7.6,7.5,7.0,8.5,7.5,7.5
385,Jin Gogi - Korean BBQ,/ho-chi-minh/jin-gogi-korean-bbq,6.9,7.5,7.3,6.0,6.8,7.0
386,Nhà Hàng Hải Sản Tươi Sống Hàn Quốc,/ho-chi-minh/nha-hang-hai-san-tuoi-song-han-quoc,8.2,8.0,8.0,9.0,8.0,8.0
387,Beijing Yiyuan Hotel Restaurant - Nhà Hàng Trung Hoa,/ho-chi-minh/beijing-yiyuan-hotel-restaurant-nha-hang-trung-hoa,9.4,9.0,10.0,10.0,8.0,10.0
388,Dung - Gi Charcoal BBQ,/ho-chi-minh/dung-gi-charcoal-bbq,7.4,8.5,8.0,7.0,7.0,6.5
389,Nhà Hàng Đảo Hải Sản,/ho-chi-minh/nha-hang-dao-hai-san,7.44,7.4,6.4,7.9,7.2,8.3
390,Nhà Hàng Ngọc Điệp Casya,/ho-chi-minh/nha-hang-ngoc-diep-casya,8.2,8.0,8.0,9.0,7.5,8.5
391,Bông Súng - Quán Ăn Gia Đình,/ho-chi-minh/bong-sung-quan-an-gia-dinh,4.0,5.0,2.0,3.0,3.0,7.0
392,December Restaurant - Gỏi Đu Đủ Đâm Ba Khía,/ho-chi-minh/december-restaurant-winehouse,7.208,7.5,6.7,7.2,7.3,7.4
393,Naked Sushi & Sashimi,/ho-chi-minh/naked-sushi-bento,8.51,8.3,8.6,8.6,8.9,8.2
394,Sài Gòn Phố Cafe & Restaurant,/ho-chi-minh/sai-gon-pho-cafe,6.532,7.9,5.8,6.1,5.7,7.3
395,Nàng Gánh - Gánh Hàng Rong,/ho-chi-minh/nang-ganh-ganh-hang-rong,6.23,6.5,5.2,6.6,6.3,6.6
396,Nhà Hàng Hải Sản Vườn Biển,/ho-chi-minh/vuon-bien-restaurant,7.2,8.0,7.0,7.0,7.0,7.0
397,Sushi Hokkaido Sachi 北海道サチ - Nguyễn Đình Chiểu,/ho-chi-minh/sushi-hokkaido-sachi-nguyen-dinh-chieu,7.868,8.3,6.9,8.3,7.7,8.2
398,GoGi House - Nướng Hàn Quốc - Nguyễn Hồng Đào,/ho-chi-minh/gogi-house-nuong-han-quoc-nguyen-hong-dao,9.328,9.4,9.3,9.3,9.2,9.4
399,Món Quảng - Food & Coffee House - Đường Số 7,/ho-chi-minh/mon-quang-food-coffee-house,8.566,8.3,8.5,8.8,8.7,8.5
400,Bulgogi House - Nhà Hàng Hàn Quốc,/ho-chi-minh/bulgogi-house-nha-hang-han-quoc,6.55,6.5,6.8,7.0,6.5,6.0
401,I.Korea.U - Ẩm Thực Hàn Quốc,/ho-chi-minh/i-korea-u-am-thuc-han-quoc,6.01,6.5,6.1,5.5,4.8,7.1
402,Yu Tang Dining - Gigamall,/ho-chi-minh/yu-tang-dining-giga-mall,7.814,7.5,7.6,8.1,7.8,8.1
403,Lotteria - Coop Mart Huỳnh Tấn Phát,/ho-chi-minh/lotteria-coopmart-huynh-tan-phat,3.686,3.9,4.1,3.1,3.0,4.3
404,Akatonbo (Chuồn Chuồn Đỏ) - Lê Thánh Tôn,/ho-chi-minh/akatonbo-chuon-chuon-do-le-thanh-ton,7.654,8.2,6.5,7.8,7.8,8.0
405,Bonjour Resto' - Beefsteak Nguyễn Trãi,/ho-chi-minh/bonjour-resto-beefsteak-nguyen-trai,7.03,7.1,7.0,7.6,6.8,6.8
406,Cuốn Và Chấm - Lotte Mart Gò Vấp,/ho-chi-minh/cuon-va-cham-lotte-mart-go-vap,7.8,8.0,7.0,8.0,8.0,8.0
407,Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Cách Mạng Tháng 8,/ho-chi-minh/don-chicken-chicken-pub-cach-mang-thang-8,7.618,8.0,7.0,8.0,7.7,7.5
408,Don Chicken – Nhà Hàng Gà Nướng Hàn Quốc – Công Viên Lê Thị Riêng,/ho-chi-minh/don-chicken-nha-hang-ga-nuong-han-quoc-cong-vien-le-thi-rieng,7.776,7.6,7.5,8.1,7.8,7.9
409,Vajra - Nhà Hàng Chay,/ho-chi-minh/vajra,7.074,7.2,7.1,7.7,6.3,7.1
410,Mộc Vị Quán - Mì Quảng & Cơm Dĩa Nóng - Phan Xích Long,/ho-chi-minh/moc-vi-quan-mi-quang-com-dia-nong-phan-xich-long,7.354,7.8,7.3,7.2,7.1,7.4
411,Papaxốt - Lotte Mart Gò Vấp,/ho-chi-minh/papaxot-lotte-mart-go-vap,7.058,7.6,7.0,7.0,6.4,7.3
412,Korean Delica - Món Ăn Hàn Quốc - Gigamall,/ho-chi-minh/korean-delica-mon-an-han-quoc-giga-mall,7.6,7.0,7.0,7.0,8.0,9.0
413,Q.itchen Factory,/ho-chi-minh/q-itchen-factory,8.554,7.1,8.6,8.9,8.8,9.4
414,Kichi Kichi Lẩu Băng Chuyền - Nguyễn Sơn,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-nguyen-son,7.364,7.5,7.1,7.4,7.5,7.4
415,Juliet’s Garden Coffee & Dining - Lê Quang Định,/ho-chi-minh/juliet-s-garden-coffee-and-dining-le-quang-dinh,7.474,7.3,6.8,7.6,7.4,8.2
416,Pizza Hut - Nguyễn Gia Trí,/ho-chi-minh/pizza-hut-nguyen-gia-tri,8.066,8.0,8.3,8.3,7.7,8.0
417,Osaka Ohsho Saigon Center - Quán Mì Ramen - Gyoza Nhật Bản,/ho-chi-minh/osaka-ohsho-saigon-center-quan-mi-ramen-gyoza-nhat-ban,7.348,7.8,7.1,7.4,7.1,7.4
418,Cajun Cua - Lý Tự Trọng,/ho-chi-minh/cajun-cua-ly-tu-trong,6.222,6.7,5.4,6.3,6.5,6.4
419,Otoké Chicken - Gà Rán Hàn Quốc - Đồng Đen,/ho-chi-minh/otoke-chicken,6.626,6.9,6.5,6.6,6.6,6.5
420,Wan Chai - Roast & Noodles - Gigamall,/ho-chi-minh/wan-chai-roast-noodles-giga-mall,7.75,8.5,6.5,7.0,7.8,9.0
421,Mì Ý Mẹ Ri,/ho-chi-minh/mi-y-me-ri,7.452,6.7,7.9,8.1,7.6,6.9
422,Nhà Hàng Nhơn Hòa 1,/ho-chi-minh/nhon-hoa-1,6.2,6.0,7.0,7.0,7.0,4.0
423,Sora Maki - Nhà Hàng Nhật Bản - Đề Thám,/ho-chi-minh/sora-maki-nha-hang-nhat-ban-de-tham,7.664,7.6,7.3,8.4,7.8,7.2
424,Majestic Hotel Saigon,/ho-chi-minh/majestic-hotel-saigon,8.34,8.7,7.7,8.4,8.1,8.7
425,Hong Kong Roast - Vincom Landmark 81,/ho-chi-minh/hong-kong-roast-vincom-landmark-81,3.4,3.0,3.0,3.0,3.0,5.0
426,Ing-Ing FOOD 잉잉 떡볶이 SÀI GÒN - Ẩm Thực Hàn Quốc,/ho-chi-minh/ing-ing-food-sai-gon-am-thuc-han-quoc,9.084,9.1,8.6,8.7,9.9,9.1
427,Minamoto Japanese Restaurant,/ho-chi-minh/minamoto-japanese-restaurant,4.3,5.0,6.5,3.5,3.5,3.0
428,Goobne Chicken - Gà Nướng Lò Hàn Quốc,/ho-chi-minh/goobne-chicken-ga-nuong-lo-han-quoc,7.316,7.7,7.1,7.4,7.2,7.1
429,Nam Giao - Món Huế - Lê Thánh Tôn,/ho-chi-minh/nam-giao-le-thanh-ton,6.386,6.6,6.2,6.6,6.2,6.4
430,Texas Chicken - Nguyễn Gia Trí,/ho-chi-minh/texas-chicken-duong-d2,6.426,6.8,6.6,6.9,5.3,6.5
431,Bếp Lò - BBQ n'Bar,/ho-chi-minh/bep-lo-bbq-n-bar,9.266,8.3,9.0,9.3,9.7,10.0
432,Victoria Cruis - Lady Hau ,/ho-chi-minh/lady-hau-dining-cruise,8.292,8.6,7.3,8.3,8.6,8.6
433,Gấu Đen - Cơm Bento - Ký Con,/ho-chi-minh/gau-den-com-bento-ky-con,7.284,6.7,7.6,7.9,8.1,6.1
434,Nhà Hàng SOBO Grill House,/ho-chi-minh/nha-hang-sobo-grill-house,8.69,8.8,8.1,8.9,8.9,8.8
435,Đức Dương - Ẩm Thực Sinh Thái,/ho-chi-minh/duc-duong-am-thuc-sinh-thai,7.76,7.0,7.6,8.0,7.6,8.6
436,Café de l’Opera,/ho-chi-minh/cafe-de-l-opera,8.2,9.0,8.0,8.0,7.0,9.0
437,Yoogane Chicken Galbi - Phú Mỹ Hưng,/ho-chi-minh/yoogane-chicken-galbi-phu-my-hung,7.068,7.3,5.7,6.7,8.0,7.7
438,Tokyo Sushi - Nguyễn Văn Cừ,/ho-chi-minh/tokyo-sushi-nguyen-van-cu,7.7059999999999995,8.0,7.4,7.5,7.9,7.8
439,Phở Ông Hùng - Green View,/ho-chi-minh/pho-ong-hung-green-view,4.4,6.0,3.3,3.3,3.7,5.7
440,The LOG Restaurant,/ho-chi-minh/the-log-restaurant,7.974,8.2,6.9,7.8,8.1,8.9
441,Sushi Hokkaido Sachi 北海道サチ - Saigon Centre,/ho-chi-minh/sushi-hokkaido-sachi-saigon-centre,8.138,8.6,7.3,8.7,8.1,8.1
442,Sancho's Craft Beer - Bùi Viện,/ho-chi-minh/sancho-s-craft-beer-bui-vien,7.138,7.7,7.3,7.1,7.1,6.5
443,Saigon Cafe - Sheraton Saigon Hotel & Towers,/ho-chi-minh/saigon-cafe-sheraton-saigon-hotel-towers,8.03,8.4,7.1,8.2,8.1,8.4
444,Bavaria Haus - Nhà Hàng Đức,/ho-chi-minh/la-bettola-saigon,7.816,7.9,7.2,8.2,8.0,7.9
445,Dozo Sushi Dining - Vincom Landmark 81,/ho-chi-minh/dozo-sushi-dining-vincom-landmark-81,4.8,5.4,4.3,5.1,4.0,5.1
446,Lẩu Soa Soa - Phạm Ngọc Thạch,/ho-chi-minh/lau-soa-soa-pham-ngoc-thach,6.76,7.5,6.2,7.0,6.2,6.9
447,The Other Place Restaurant & Cafe,/ho-chi-minh/the-other-place-restaurant-cafe,8.31,8.2,7.8,8.4,8.2,8.9
448,Holy Crab - Nhà Hàng Hải Sản Singapore - Estella Place,/ho-chi-minh/holy-crab-nha-hang-hai-san-singapore-estella-place,7.5280000000000005,7.8,6.9,7.8,7.6,7.6
449,Ba Con Cừu - Cao Thắng,/ho-chi-minh/ba-con-cuu-cao-thang,7.29,7.7,6.6,7.5,7.1,7.6
450,The Pizza Company - The Garden Mall,/ho-chi-minh/the-pizza-company-the-garden-mall,7.07,7.4,6.9,7.4,7.1,6.5
451,Le Steak - Beefsteak Bò,/ho-chi-minh/le-steak-beefsteak-bo,7.474,7.0,7.3,7.6,7.6,8.0
452,Việt An Vegetarian Chay,/ho-chi-minh/viet-an-vegetarian-chay-tran-nhat-duat,7.566,7.2,7.2,8.0,7.9,7.5
453,Ốc Tàu Bay,/ho-chi-minh/oc-tau-bay,8.6,7.0,6.0,10.0,10.0,10.0
454,Hoàng Yến Buffet - Pearl Plaza,/ho-chi-minh/hoang-yen-buffet-pearl-plaza,8.328,8.7,7.9,8.4,7.9,8.7
455,ThaiExpress - AEON Mall Bình Tân,/ho-chi-minh/thaiexpress-aeon-mall-binh-tan,6.798,7.0,6.4,7.2,6.6,6.9
456,Akataiyo 赤太陽 Mặt Trời Đỏ - Hai Bà Trưng,/ho-chi-minh/akataiyo-mat-troi-do-hai-ba-trung,6.606,6.9,6.2,7.0,6.2,6.8
457,Truly Việt Trương Định - Nhà Hàng Món Ăn Thuần Việt,/ho-chi-minh/truly-viet-truong-dinh-nha-hang-mon-an-thuan-viet,8.416,8.7,7.8,8.8,8.6,8.2
458,KOH Thai - Nguyễn Huệ,/ho-chi-minh/koh-thai-nguyen-hue,7.934,9.3,6.3,7.7,7.7,8.7
459,Pizza Hut - Nguyễn Duy Trinh,/ho-chi-minh/pizza-hut-nguyen-duy-trinh,10.0,10.0,10.0,10.0,10.0,10.0
460,The Pizza Company - Nguyễn Thái Học,/ho-chi-minh/the-pizza-company-nguyen-thai-hoc,7.342,7.6,6.9,7.6,7.2,7.4
461,Mr. Beefsteak - Lâm Văn Bền,/ho-chi-minh/res-beefsteak-sai-gon,8.006,7.7,8.3,8.3,7.9,7.9
462,GAXEO Chicken - Beer & BBQ - Nguyễn Thái Học,/ho-chi-minh/gaxeo-chicken-beer-bbq-nguyen-thai-hoc,7.246,7.9,6.7,7.1,7.0,7.5
463,Warning Zone Up - 40 Hai Bà Trưng,/ho-chi-minh/warning-zone-up,6.852,7.1,6.5,7.2,6.2,7.3
464,Hill Street - Singapore Cuisine - Vincom Landmark 81,/ho-chi-minh/hill-street-singapore-cuisine-vincom-landmark-81,7.2,8.4,6.4,7.0,6.4,7.8
465,The Crab Shack - Nhà Hàng Hải Sản - Lê Quý Đôn,/ho-chi-minh/the-crab-shack-nha-hang-hai-san,7.282,7.7,6.1,7.2,7.7,7.7
466,Gogi House - Quán Nướng Hàn Quốc - Saigon Superbowl,/ho-chi-minh/gogi-house-quan-nuong-han-quoc-saigon-superbowl,8.388,8.4,8.1,8.7,8.4,8.4
467,Lẩu Hong Kong - Hotpot & Dimsum Town,/ho-chi-minh/lau-hong-kong-hotpot-dimsum-town,8.448,8.6,8.1,8.8,8.5,8.3
468,Centro Pizza,/ho-chi-minh/centro-pizza,5.408,5.7,5.1,5.4,5.0,5.9
469,Cơm Nướng Hotto - Vincom Landmark 81,/ho-chi-minh/com-nuong-hotto-vincom-landmark-81,5.218,5.6,4.8,5.5,5.1,5.2
470,Samurai BBQ,/ho-chi-minh/samurai-bbq,6.838,7.0,6.6,6.9,6.7,7.0
471,Papagayo Saigon,/ho-chi-minh/papagayo-saigon,7.156,7.6,6.6,6.9,7.1,7.6
472,Catina Kitchen - Nguyễn Huệ,/ho-chi-minh/catina-chicken,7.846,8.1,7.2,8.0,7.6,8.4
473,Jin Sundae - Nhà Hàng Hàn Quốc - Lê Thánh Tôn,/ho-chi-minh/jin-sundae-nha-hang-han-quoc-le-thanh-ton,8.5,8.5,8.5,8.5,8.5,8.5
474,Propaganda Saigon Bistro,/ho-chi-minh/propaganda-saigon,7.98,8.7,6.6,8.0,8.3,8.3
475,Nhà Hàng Chay Ba Lá - Cao Bá Nhạ,/ho-chi-minh/nha-hang-chay-ba-la-cao-ba-nha,7.546,7.7,7.2,7.9,7.4,7.6
476,Taste Of SaiGon - Restaurant & Cafe - Vinhomes Central Park,/ho-chi-minh/taste-of-saigon-restaurant-cafe-vinhomes-central-park,8.3,7.5,8.0,8.5,8.5,9.0
477,Nhà Hàng Vuông Tròn,/ho-chi-minh/nha-hang-vuong-tron,6.342,6.9,5.6,6.5,6.3,6.4
478,Thiên Vương Tửu - Phạm Ngọc Thạch,/ho-chi-minh/thien-vuong-tuu-pham-ngoc-thach,7.966,8.2,7.0,8.0,8.3,8.3
479,Mì Quảng Mỹ Sơn - Đinh Tiên Hoàng,/ho-chi-minh/mi-quang-my-son-dinh-tien-hoang,6.264,7.4,5.5,5.7,6.1,6.7
480,Dì Lý - Bánh Đa Cua - 138 Hai Bà Trưng,/ho-chi-minh/di-ly-banh-da-cua-138-hai-ba-trung,7.98,8.5,6.9,7.5,8.1,8.9
481,Nhà Hàng Ngân Đình - Windsor Plaza,/ho-chi-minh/nha-hang-ngan-dinh-windsor-plaza,7.524,7.6,6.7,7.9,7.4,8.0
482,Quán Chay Liên Khai,/ho-chi-minh/quan-chay-lien-khai,6.766,6.7,7.0,7.0,6.4,6.8
483,Pizza 4P’s - Pizza Kiểu Nhật - Lê Thánh Tôn,/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-le-thanh-ton,7.962,7.7,7.2,8.6,8.1,8.2
484,Quán Bụi Central,/ho-chi-minh/quan-bui-central,7.098,7.7,5.8,7.3,7.8,6.8
485,Gà Rán KFC - Ngô Quyền,/ho-chi-minh/kfc-ngo-quyen,6.034,6.6,6.2,6.0,5.7,5.7
486,Ushi Mania - Japanese Meat Bar,/ho-chi-minh/ushi-mania-japanese-meat-bar,5.0,5.0,5.0,5.0,5.0,5.0
487,The Organic - Nhà Hàng Chay,/ho-chi-minh/the-organic-nha-hang-chay,8.112,8.3,7.8,8.3,7.9,8.3
488,The Deck Saigon - Ven Sông Saigon,/ho-chi-minh/the-deck-saigon,7.244,7.6,6.1,7.0,7.0,8.4
489,Mộc -  Ẩm Thực Việt - AEON Mall,/ho-chi-minh/moc-am-thuc-viet-aeon-mall,5.466,6.7,6.3,4.3,4.3,5.7
490,Seoul House - Món Hàn Quốc - Bùi Thị Xuân,/ho-chi-minh/seoul-house-mon-han-quoc-bui-thi-xuan,7.04,7.5,6.4,7.6,7.0,6.8
491,Lẩu Cua Đồng - Bún Đậu Đũa Mộc Quán,/ho-chi-minh/lau-cua-dong-bun-dau-dua-moc-quan,6.8,6.5,6.1,6.9,7.3,7.3
492,Atelier Des Rêves - Nhà Hàng Pháp,/ho-chi-minh/atelier-des-reves,7.9879999999999995,7.8,7.3,8.0,8.3,8.6
493,Sushi Tei - Lý Tự Trọng,/ho-chi-minh/sushi-tei-ly-tu-trong,9.026,9.2,8.7,9.2,9.0,9.1
494,Tasaki BBQ Ngô Văn Năm,/ho-chi-minh/tasaki-bbq-mon-nuong-nhat-ban,7.204,7.2,6.5,7.7,7.2,7.5
495,ZumWhere Đa Kao,/ho-chi-minh/zumwhere-craft-beer-nguyen-thanh-y,8.138,7.9,7.8,8.3,8.3,8.5
496,Shi Lounge & Dining - Shisha Lounge,/ho-chi-minh/shi-lounge-dining-shisha-lounge,8.8,9.0,8.5,9.0,9.0,8.5
497,Cilantro - Ẩm Thực Trung Hoa,/ho-chi-minh/cilantro-am-thuc-trung-hoa,8.2,8.0,7.0,8.0,9.0,9.0
498,Tân Sơn Nhất Pavillon - Trung Tâm Hội Nghị & Tiệc Cưới,/ho-chi-minh/tan-son-nhat-pavillon-trung-tam-hoi-nghi-tiec-cuoi,6.132,6.0,6.0,6.0,6.3,6.3
499,Gogi House - Thịt Nướng Hàn Quốc - Lê Văn Sỹ,/ho-chi-minh/gogi-house-quan-nuong-han-quoc-le-van-sy,7.174,7.5,6.6,7.4,7.0,7.4
500,Burger King - Phạm Ngũ Lão,/ho-chi-minh/burger-king-pham-ngu-lao,6.272,6.6,5.7,6.6,6.1,6.4
501,Buzza BBQ - Korean Hot Foods,/ho-chi-minh/buzza-bbq-korean-hot-foods,8.476,8.5,8.2,8.5,8.5,8.7
502,Lotteria - Nowzone,/ho-chi-minh/lotteria-nowzone,6.624,7.3,6.9,6.2,6.0,6.7
503,Sinjeon Tokbokki - Ẩm Thực Hàn Quốc - Nguyễn Tri Phương,/ho-chi-minh/sinjeon-tokbokki-am-thuc-han-quoc-nguyen-tri-phuong,4.998,5.3,5.3,4.3,5.7,4.3
504,Sofung - Nhà Hàng Hàn Quốc,/ho-chi-minh/sofung-nha-hang-han-quoc,7.4,7.5,7.0,7.5,8.0,7.0
505,Tokyo Deli - Vincom Mega Mall Thảo Điền,/ho-chi-minh/tokyo-deli-vincom-thao-dien,6.4,7.0,6.5,6.1,5.9,6.6
506,Khu Du Lịch Bình Quới 2,/ho-chi-minh/buffet-khu-du-lich-binh-quoi-2,7.004,6.8,6.6,6.9,6.8,7.9
507,Nhân Trí 2 - Bún Bò Huế,/ho-chi-minh/bun-bo-hue-nhan-tri-ii,5.6,6.4,4.9,5.3,5.6,5.9
508,Nguyễn Du Brauhof Restaurant - Beer House,/ho-chi-minh/nguyen-du-brauhof-restaurant-beer-house,7.35,7.5,7.0,7.8,7.3,7.3
509,Subway - Nowzone,/ho-chi-minh/subway-nowzone,6.8,7.1,5.9,7.5,7.0,6.6
510,A Dổi - Gà Ta Quán - Estella Place,/ho-chi-minh/a-doi-ga-ta-quan-estella-place,7.06,7.6,6.5,7.0,6.8,7.6
511,Club House Saigon - Sáng Tạo,/ho-chi-minh/club-house-saigon,7.714,7.7,7.8,7.7,7.6,7.9
512,Gà Rán Popeyes - Lũy Bán Bích,/ho-chi-minh/popeyes-luy-ban-bich,6.38,6.7,6.5,6.4,6.1,6.3
513,Cowboy Steakhouse & Grill,/ho-chi-minh/cowboy-steakhouse-bar,7.692,7.4,7.5,7.9,7.8,7.9
514,Pastamania - Nhà Hàng Ý - SC Vivo City,/ho-chi-minh/pastamania-nha-hang-y-sc-vivo-city,8.276,8.5,8.2,8.3,8.0,8.4
515,Domino's Pizza - Nguyễn Tri Phương,/ho-chi-minh/domino-s-pizza-nguyen-tri-phuong,7.346,7.5,7.4,7.5,7.1,7.2
516,Stellar Restaurant,/ho-chi-minh/stellar-restaurant,6.75,6.8,5.0,7.0,7.0,8.0
517,Buffet Chay Cỏ Nội,/ho-chi-minh/buffet-chay-co-noi,7.818,7.6,7.6,8.2,8.1,7.6
518,TiTi Steak House - Nhà Hàng Pháp TiTi,/ho-chi-minh/titi-steak-house-nha-hang-phap-titi,6.458,7.0,6.7,6.5,5.8,6.3
519,Lotteria - 3 Tháng 2,/ho-chi-minh/lotteria-duong-3-thang-2,6.306,7.1,6.2,6.5,5.4,6.4
